ENV	REP	GEN	FFT	MFT	ASI	EPP	GY
E5	2	196	65	58	7	4	0.71
E6	2	196	55	50	5	16	6.34
E7	2	196	53	49	4	20	5.7
E1	3	196	67	62	5	10	2.45
E3	3	196	72	64	8	16	2.84
E7	3	196	58	54	4	15	3.04
E1	1	208	64	64	0	9	3.41
E2	1	208	64	64	0	16	7.45
E3	1	208	70	69	1	17	5.04
E4	1	208	68	67	1	16	7.26
E5	1	208	51	49	2	9	2.56
E6	1	208	57	55	2	17	4.88
E7	1	208	49	47	2	21	8.58
E8	1	208	50	48	2	17	6.65
E1	2	208	63	64	-1	16	6.58
E2	2	208	64	65	-1	15	6.94
E3	2	208	68	67	1	19	4.29
E5	2	208	51	47	4	15	5.78
E6	2	208	54	52	2	14	5.3
E7	2	208	50	48	2	17	6.66
E1	3	208	64	65	-1	12	5.04
E3	3	208	70	69	1	21	3.98
E7	3	208	51	49	2	16	6.99
E1	1	209	68	67	1	11	3
E2	1	209	63	63	0	18	10.43
E3	1	209	75	71	4	17	3.41
E4	1	209	71	70	1	18	8.91
E5	1	209	56	51	5	14	3.53
E6	1	209	60	57	3	15	7.69
E7	1	209	58	52	6	11	4.21
E8	1	209	54	51	3	9	5.01
E1	2	209	66	66	0	17	6.31
E2	2	209	65	64	1	18	8.69
E3	2	209	73	70	3	16	3.82
E5	2	209	58	51	7	14	4.27
E6	2	209	54	51	3	17	9.85
E7	2	209	54	53	1	23	6.34
E1	3	209	64	65	-1	14	5.35
E3	3	209	72	70	2	15	4.13
E7	3	209	57	53	4	22	4.63
E1	1	210	63	64	-1	7	3.36
E2	1	210	67	67	0	20	8.49
E3	1	210	70	69	1	12	2.92
E4	1	210	68	68	0	15	8.22
E5	1	210	51	49	2	14	5.4
E6	1	210	55	53	2	16	7.83
E7	1	210	50	48	2	17	7.62
E8	1	210	52	50	2	11	3.68
E1	2	210	63	62	1	13	5.2
E2	2	210	67	68	-1	14	7.88
E3	2	210	76	75	1	13	2.46
E5	2	210	53	51	2	7	1.57
E6	2	210	53	51	2	18	8.79
E7	2	210	52	50	2	12	4.84
E1	3	210	69	66	3	15	3.45
E3	3	210	69	68	1	16	3.92
E7	3	210	51	48	3	15	6.82
E1	1	212	63	64	-1	11	3.64
E2	1	212	66	65	1	16	5.07
E3	1	212	70	69	1	13	2.24
E4	1	212	68	69	-1	14	7.62
E5	1	212	61	52	9	11	2.85
E6	1	212	58	56	2	15	6.64
E7	1	212	53	50	3	14	4.74
E8	1	212	52	50	2	18	8.12
E1	2	212	63	64	-1	8	3.63
E2	2	212	65	65	0	19	9.51
E3	2	212	72	70	2	11	2.02
E5	2	212	51	49	2	20	5.69
E6	2	212	55	53	2	8	3.49
E7	2	212	53	50	3	14	4.25
E1	3	212	63	64	-1	11	3.69
E3	3	212	71	67	4	11	2.22
E7	3	212	52	50	2	13	4.83
E1	1	213	61	62	-1	6	4.64
E2	1	213	61	63	-2	19	7.92
E3	1	213	71	68	3	16	3.02
E4	1	213	69	70	-1	17	6.1
E5	1	213	65	50	15	5	0.6
E6	1	213	57	55	2	16	7.56
E7	1	213	55	49	6	18	5.09
E8	1	213	53	50	3	16	6
E1	2	213	63	62	1	14	4.07
E2	2	213	61	61	0	19	8.48
E3	2	213	71	68	3	17	3.1
E5	2	213	50	48	2	12	2.79
E6	2	213	53	50	3	15	7.23
E7	2	213	55	52	3	16	3.23
E1	3	213	63	62	1	13	3.85
E3	3	213	66	66	0	17	4.32
E7	3	213	55	53	2	16	3.4
E1	1	214	63	64	-1	14	3.51
E2	1	214	66	66	0	20	9.01
E3	1	214	68	67	1	14	1.19
E4	1	214	68	68	0	19	6.46
E5	1	214	51	49	2	12	2.94
E6	1	214	54	52	2	18	6.8
E7	1	214	49	47	2	18	6.18
E8	1	214	48	45	3	18	7.56
E1	2	214	61	62	-1	12	4.17
E2	2	214	70	69	1	19	8.51
E3	2	214	70	69	1	15	3.37
E5	2	214	51	49	2	13	2.81
E6	2	214	50	50	0	17	7.19
E7	2	214	51	48	3	12	2.41
E1	3	214	63	64	-1	13	3.02
E3	3	214	64	63	1	16	3.57
E7	3	214	50	47	3	18	5.02
E1	1	215	64	61	3	15	2.18
E2	1	215	62	62	0	17	8.15
E3	1	215	67	65	2	20	5.36
E4	1	215	68	68	0	20	8.02
E5	1	215	55	55	0	8	1.81
E6	1	215	57	55	2	12	5.03
E7	1	215	56	52	4	17	4.12
E8	1	215	54	51	3	8	4.57
E1	2	215	63	61	2	19	3.88
E2	2	215	62	59	3	22	6.65
E3	2	215	70	66	4	12	2.67
E5	2	215	55	48	7	4	1.51
E6	2	215	51	49	2	16	8.58
E7	2	215	53	51	2	21	4.4
E1	3	215	68	66	2	12	5.64
E3	3	215	72	68	4	11	3.08
E7	3	215	54	52	2	20	4.83
E1	1	216	64	62	2	17	3.4
E2	1	216	63	63	0	23	7.82
E3	1	216	68	65	3	17	2.73
E4	1	216	67	65	2	28	7.26
E5	1	216	56	51	5	14	1.96
E6	1	216	62	59	3	17	6.07
E7	1	216	48	46	2	25	8.59
E8	1	216	51	48	3	14	3.82
E1	2	216	60	60	0	16	4.49
E2	2	216	64	64	0	22	7.35
E3	2	216	67	64	3	19	3.77
E5	2	216	51	49	2	11	3.16
E6	2	216	54	52	2	22	6.46
E7	2	216	51	49	2	21	6.48
E1	3	216	60	60	0	10	4.01
E3	3	216	63	62	1	21	5.59
E7	3	216	49	47	2	22	6.08
E1	1	217	68	64	4	13	3.35
E2	1	217	65	63	2	21	7.26
E3	1	217	70	68	2	10	3.47
E4	1	217	70	68	2	19	5.59
E5	1	217	58	50	8	10	1.55
E6	1	217	57	53	4	23	10.14
E7	1	217	57	53	4	18	4.48
E8	1	217	55	51	4	21	7.48
E1	2	217	68	63	5	14	3.24
E2	2	217	65	62	3	28	9.02
E3	2	217	69	66	3	22	5.79
E5	2	217	52	50	2	5	0.55
E6	2	217	57	55	2	19	7.16
E7	2	217	57	54	3	21	4.56
E1	3	217	63	60	3	17	2.96
E3	3	217	69	66	3	17	5
E7	3	217	55	52	3	16	5.04
E1	1	218	65	63	2	20	4.43
E2	1	218	68	67	1	24	6.8
E3	1	218	69	67	2	18	4.41
E4	1	218	73	71	2	19	5.69
E5	1	218	53	51	2	20	5.64
E6	1	218	59	55	4	21	6.56
E7	1	218	52	49	3	24	6.79
E8	1	218	54	50	4	13	4.36
E1	2	218	68	65	3	16	3.39
E2	2	218	69	67	2	25	7.44
E3	2	218	74	68	6	14	1.97
E5	2	218	51	49	2	17	5.15
E6	2	218	53	51	2	24	7.65
E7	2	218	53	51	2	20	5.05
E1	3	218	65	64	1	17	4.22
E3	3	218	73	66	7	16	2.95
E7	3	218	53	51	2	18	4.62
E1	1	220	63	63	0	4	1.76
E2	1	220	62	62	0	18	5.97
E3	1	220	70	70	0	13	2.62
E4	1	220	69	68	1	24	5.67
E5	1	220	56	50	6	9	1.48
E6	1	220	53	50	3	12	4.46
E7	1	220	52	49	3	19	5.94
E8	1	220	54	51	3	13	4.31
E1	2	220	61	62	-1	17	4.14
E2	2	220	60	61	-1	20	7.67
E3	2	220	67	68	-1	11	2.61
E5	2	220	56	51	5	3	0.65
E6	2	220	53	50	3	10	3.89
E7	2	220	52	49	3	24	6.22
E1	3	220	63	64	-1	13	4.23
E3	3	220	69	68	1	20	4.21
E7	3	220	53	52	1	10	3.38
E1	1	222	65	64	1	13	3.46
E2	1	222	63	61	2	19	4.7
E3	1	222	71	67	4	18	2.84
E4	1	222	67	67	0	22	8.16
E5	1	222	65	52	13	10	3.71
E6	1	222	53	51	2	20	10.05
E7	1	222	55	52	3	19	4.95
E8	1	222	52	50	2	13	5.77
E1	2	222	65	63	2	16	4.82
E2	2	222	63	62	1	22	6.79
E3	2	222	68	65	3	23	6.62
E5	2	222	50	50	0	13	5.17
E6	2	222	54	51	3	19	9.61
E7	2	222	54	52	2	21	7.22
E1	3	222	70	70	0	3	1.63
E3	3	222	71	67	4	13	3.48
E7	3	222	54	51	3	16	5.24
E1	1	223	64	63	1	20	6.3
E2	1	223	65	65	0	15	6.65
E3	1	223	69	68	1	17	5.3
E4	1	223	70	70	0	15	6.72
E5	1	223	51	49	2	15	5.48
E6	1	223	54	52	2	14	5.56
E7	1	223	52	49	3	23	7.57
E8	1	223	52	49	3	16	5.79
E1	2	223	64	62	2	16	3.94
E2	2	223	65	66	-1	21	7.93
E3	2	223	70	68	2	16	4.14
E5	2	223	52	51	1	8	1.76
E6	2	223	60	57	3	15	8.83
E7	2	223	52	50	2	20	7.65
E1	3	223	62	60	2	18	4.26
E3	3	223	68	67	1	14	2.67
E7	3	223	53	51	2	13	4.98
E1	1	224	63	62	1	7	2.56
E2	1	224	64	61	3	16	6.07
E3	1	224	72	66	6	14	2.1
E4	1	224	70	66	4	16	4.75
E5	1	224	56	48	8	11	1.48
E6	1	224	55	52	3	12	5.83
E7	1	224	55	50	5	19	5.79
E8	1	224	53	49	4	15	4.78
E1	2	224	64	61	3	10	2.45
E2	2	224	63	61	2	17	3.9
E3	2	224	68	63	5	13	3.44
E5	2	224	56	50	6	10	2.19
E6	2	224	52	49	3	12	4.93
E7	2	224	54	50	4	17	3.71
E1	3	224	66	63	3	11	3.08
E3	3	224	78	71	7	8	0.96
E7	3	224	56	51	5	21	4.34
E1	1	226	63	62	1	11	1.93
E2	1	226	68	66	2	17	5.84
E3	1	226	68	66	2	12	2.96
E4	1	226	68	68	0	14	5.83
E5	1	226	57	51	6	2	0.58
E6	1	226	55	53	2	21	7.89
E7	1	226	49	47	2	12	4.41
E8	1	226	51	49	2	15	5.68
E1	2	226	63	64	-1	10	2.15
E2	2	226	67	65	2	18	5.54
E3	2	226	74	66	8	11	1.85
E5	2	226	51	49	2	10	1.79
E6	2	226	52	50	2	25	9.26
E7	2	226	50	48	2	20	6.33
E1	3	226	63	63	0	8	3.06
E3	3	226	69	68	1	13	3.28
E7	3	226	51	49	2	17	5.71
E1	1	227	65	63	2	14	4.19
E2	1	227	63	62	1	19	7.36
E3	1	227	75	69	6	17	2.11
E4	1	227	67	67	0	12	6.47
E5	1	227	52	48	4	11	2.95
E6	1	227	57	55	2	11	5.91
E7	1	227	52	49	3	18	7.15
E8	1	227	53	49	4	13	6.06
E1	2	227	64	64	0	13	2.92
E2	2	227	64	62	2	20	6.11
E3	2	227	72	69	3	12	2.37
E5	2	227	52	48	4	14	4.9
E6	2	227	51	49	2	13	7.04
E7	2	227	53	49	4	18	5.47
E1	3	227	66	62	4	12	3.1
E3	3	227	71	67	4	17	3.27
E7	3	227	55	52	3	18	3.5
E1	1	232	60	62	-2	14	3.24
E2	1	232	68	67	1	17	7.52
E3	1	232	63	64	-1	18	5.13
E4	1	232	66	65	1	17	6.02
E5	1	232	52	49	3	4	1.57
E6	1	232	56	54	2	20	7.86
E7	1	232	49	47	2	20	6.63
E8	1	232	48	46	2	16	5.09
E1	2	232	61	64	-3	12	2.43
E2	2	232	62	64	-2	19	8.62
E3	2	232	66	65	1	18	3.28
E5	2	232	51	49	2	12	3.77
E6	2	232	50	50	0	16	8.24
E7	2	232	49	47	2	11	4.49
E1	3	232	60	62	-2	15	4.02
E3	3	232	65	64	1	17	2.98
E7	3	232	53	51	2	7	1.91
E1	1	233	62	61	1	9	2.23
E2	1	233	65	62	3	16	6
E3	1	233	68	64	4	14	3.59
E4	1	233	67	65	2	16	6.96
E5	1	233	52	50	2	6	0.91
E6	1	233	53	51	2	9	4.52
E7	1	233	55	52	3	21	5.7
E8	1	233	54	51	3	7	3.12
E1	2	233	64	60	4	10	2.23
E2	2	233	65	63	2	12	4.42
E3	2	233	70	67	3	12	2.55
E5	2	233	52	50	2	6	1.53
E6	2	233	53	51	2	13	5.61
E7	2	233	53	51	2	24	6.71
E1	3	233	68	65	3	8	1.52
E3	3	233	72	67	5	15	3.51
E7	3	233	55	54	1	20	5.69
E1	1	234	65	62	3	16	3.29
E2	1	234	67	66	1	22	9.11
E3	1	234	70	69	1	14	3.09
E4	1	234	70	70	0	11	5.59
E5	1	234	51	49	2	18	7.15
E6	1	234	54	51	3	19	7.8
E7	1	234	51	49	2	23	6.42
E8	1	234	51	49	2	17	6.02
E1	2	234	64	62	2	13	3.21
E2	2	234	69	67	2	18	5.26
E3	2	234	70	67	3	18	3.46
E5	2	234	51	46	5	15	6.39
E6	2	234	56	52	4	19	6.8
E7	2	234	52	49	3	19	5.24
E1	3	234	66	62	4	9	1.49
E3	3	234	70	67	3	14	3.38
E7	3	234	53	50	3	19	5.58
E1	1	235	70	65	5	13	1.98
E2	1	235	72	69	3	17	5.68
E3	1	235	70	67	3	7	2.55
E4	1	235	68	69	-1	4	2.41
E5	1	235	52	51	1	9	3.07
E6	1	235	54	52	2	11	3.82
E7	1	235	54	52	2	14	5.28
E8	1	235	53	50	3	14	5.49
E1	2	235	68	66	2	14	5.03
E2	2	235	72	71	1	19	4.48
E3	2	235	75	69	6	9	1.5
E5	2	235	51	51	0	14	5.07
E6	2	235	53	51	2	18	7.56
E7	2	235	55	53	2	20	5.34
E1	3	235	65	64	1	10	2.58
E3	3	235	72	67	5	15	4.49
E7	3	235	57	53	4	14	4.98
E1	1	236	67	65	2	15	2.87
E2	1	236	71	71	0	18	3.77
E3	1	236	71	69	2	21	6.52
E4	1	236	70	70	0	19	9.94
E5	1	236	51	49	2	17	5.32
E6	1	236	54	51	3	17	7.24
E7	1	236	51	49	2	21	7.43
E8	1	236	50	48	2	22	6.28
E1	2	236	70	68	2	5	1.17
E2	2	236	72	72	0	18	3.96
E3	2	236	71	69	2	15	4.45
E5	2	236	51	46	5	19	6.1
E6	2	236	52	50	2	21	8.56
E7	2	236	53	51	2	20	4.52
E1	3	236	66	65	1	12	3.63
E3	3	236	72	70	2	16	3.69
E7	3	236	55	51	4	17	4.1
E1	1	239	60	60	0	14	6.13
E2	1	239	65	64	1	21	8.19
E3	1	239	69	65	4	17	4.37
E4	1	239	65	65	0	12	6.5
E5	1	239	51	51	0	13	4.89
E6	1	239	52	50	2	16	5.85
E7	1	239	50	48	2	22	6.82
E8	1	239	49	46	3	25	8.07
E1	2	239	62	60	2	19	6.52
E2	2	239	66	67	-1	21	9.33
E3	2	239	65	64	1	16	5.19
E5	2	239	51	46	5	11	2.38
E6	2	239	52	50	2	19	9.08
E7	2	239	51	49	2	23	3.15
E1	3	239	61	60	1	14	5.31
E3	3	239	69	65	4	16	3.2
E7	3	239	52	50	2	11	3.78
E1	1	240	61	60	1	6	1.59
E2	1	240	60	59	1	13	7.29
E3	1	240	68	64	4	15	0.85
E4	1	240	65	64	1	17	6.6
E5	1	240	65	51	14	7	0.62
E6	1	240	50	48	2	15	7.45
E7	1	240	54	50	4	16	4.79
E8	1	240	50	47	3	17	6.93
E1	2	240	60	60	0	11	3.28
E2	2	240	58	57	1	14	7.5
E3	2	240	65	62	3	18	4.86
E5	2	240	51	50	1	6	2.11
E6	2	240	53	50	3	14	5.96
E7	2	240	52	50	2	19	5.28
E1	3	240	60	58	2	14	5.39
E3	3	240	65	63	2	13	3.31
E7	3	240	54	51	3	16	3.91
E1	1	241	59	60	-1	9	3.2
E2	1	241	64	64	0	19	8.38
E3	1	241	65	63	2	18	3.29
E4	1	241	67	66	1	18	6.8
E5	1	241	51	47	4	11	3.9
E6	1	241	54	52	2	17	7.16
E7	1	241	48	46	2	23	8.65
E8	1	241	48	46	2	6	1.6
E1	2	241	61	62	-1	8	2.53
E2	2	241	63	64	-1	21	9.54
E3	2	241	65	63	2	16	3.21
E5	2	241	51	47	4	11	4.39
E6	2	241	50	50	0	23	7.12
E7	2	241	48	46	2	21	5.09
E1	3	241	59	60	-1	14	4.62
E3	3	241	68	65	3	15	3.16
E7	3	241	49	47	2	18	4.9
E1	1	243	61	63	-2	10	4.07
E2	1	243	67	69	-2	16	8.08
E3	1	243	67	67	0	1	0.38
E4	1	243	70	70	0	15	8.03
E5	1	243	57	56	1	6	2.27
E6	1	243	55	53	2	13	5.62
E7	1	243	54	52	2	13	4.27
E8	1	243	56	54	2	16	5.26
E1	2	243	64	65	-1	12	5.18
E2	2	243	65	65	0	15	1.31
E3	2	243	70	68	2	10	2.49
E5	2	243	52	51	1	8	3.22
E6	2	243	54	51	3	19	7.47
E7	2	243	54	52	2	9	2.76
E1	3	243	65	64	1	4	2.25
E3	3	243	71	70	1	7	2.07
E7	3	243	54	52	2	4	1.54
E1	1	247	68	64	4	15	3.49
E2	1	247	66	63	3	21	3.93
E3	1	247	75	70	5	12	2.36
E4	1	247	70	68	2	16	6.08
E5	1	247	65	50	15	12	0.92
E6	1	247	55	51	4	18	6.08
E7	1	247	55	53	2	23	5.67
E8	1	247	54	51	3	15	4.65
E1	2	247	66	63	3	11	3.61
E2	2	247	68	65	3	21	5.34
E3	2	247	73	69	4	17	4.15
E5	2	247	69	57	12	3	0.25
E6	2	247	52	49	3	17	8.05
E7	2	247	55	52	3	23	8.15
E1	3	247	62	62	0	9	3.32
E3	3	247	70	67	3	19	4.1
E7	3	247	55	53	2	19	6.57
E1	1	248	61	60	1	15	5.62
E2	1	248	60	59	1	15	6.7
E3	1	248	70	63	7	7	0.97
E4	1	248	68	64	4	18	5.13
E5	1	248	65	50	15	5	0.24
E6	1	248	49	48	1	16	6.6
E7	1	248	53	50	3	19	5.44
E8	1	248	51	48	3	10	4.68
E1	2	248	61	59	2	16	4.21
E2	2	248	60	59	1	14	6.66
E3	2	248	77	64	13	10	1.8
E5	2	248	55	50	5	2	0.73
E6	2	248	51	49	2	14	5.21
E7	2	248	54	51	3	18	4.4
E1	3	248	60	58	2	16	4.51
E3	3	248	74	63	11	16	1.83
E7	3	248	54	52	2	15	5.87
E1	1	249	60	60	0	8	4.14
E2	1	249	64	63	1	21	9.26
E3	1	249	67	63	4	14	2.27
E4	1	249	68	64	4	20	5.39
E5	1	249	51	47	4	11	2.93
E6	1	249	52	50	2	20	7.6
E7	1	249	48	46	2	21	7.03
E8	1	249	48	45	3	9	2.92
E1	2	249	60	60	0	17	6.18
E2	2	249	64	64	0	20	10.67
E3	2	249	67	62	5	12	1.14
E5	2	249	51	47	4	8	2.77
E6	2	249	50	50	0	23	7.4
E7	2	249	48	46	2	18	6.4
E1	3	249	59	59	0	17	7.14
E3	3	249	72	65	7	10	1.54
E7	3	249	54	51	3	13	2.7
E1	1	252	64	63	1	14	4.6
E2	1	252	62	63	-1	16	9.21
E3	1	252	72	70	2	14	4.19
E4	1	252	71	69	2	14	6.35
E5	1	252	58	56	2	14	4.74
E6	1	252	57	55	2	11	4.39
E7	1	252	55	52	3	17	8.48
E8	1	252	58	55	3	6	2.61
E1	2	252	68	66	2	13	4.32
E2	2	252	65	64	1	14	6.88
E3	2	252	70	67	3	9	2.42
E5	2	252	55	50	5	14	5.69
E6	2	252	60	57	3	11	5.06
E7	2	252	53	50	3	18	8.44
E1	3	252	67	65	2	14	4.55
E3	3	252	74	71	3	12	3.12
E7	3	252	57	53	4	15	4.08
E1	1	253	68	68	0	6	1.36
E2	1	253	71	71	0	15	4.1
E3	1	253	83	76	7	3	0.21
E4	1	253	75	74	1	7	2.2
E5	1	253	52	52	0	9	2.73
E6	1	253	63	61	2	12	4.42
E7	1	253	55	52	3	10	2
E8	1	253	57	54	3	13	4.24
E1	2	253	67	66	1	5	1.02
E2	2	253	69	68	1	11	3.56
E3	2	253	79	71	8	7	0.76
E5	2	253	53	53	0	7	0.97
E6	2	253	55	53	2	12	3.72
E7	2	253	54	52	2	8	1.57
E1	3	253	67	66	1	5	1.5
E3	3	253	78	75	3	9	1.13
E7	3	253	56	54	2	13	2.59
E1	1	254	68	65	3	12	3.68
E2	1	254	64	63	1	13	4.88
E3	1	254	71	67	4	17	5.12
E4	1	254	70	69	1	21	8.78
E5	1	254	56	51	5	7	1.89
E6	1	254	60	57	3	18	7.5
E7	1	254	55	49	6	17	7.06
E8	1	254	56	53	3	7	2.09
E1	2	254	66	63	3	13	3.56
E2	2	254	65	63	2	17	6.15
E3	2	254	70	69	1	15	3.57
E5	2	254	56	50	6	16	3.01
E6	2	254	57	54	3	14	5.91
E7	2	254	54	51	3	20	5.61
E1	3	254	63	62	1	9	1.7
E3	3	254	68	67	1	15	4.43
E7	3	254	60	55	5	15	3.64
E1	1	255	67	64	3	7	1.49
E2	1	255	68	68	0	15	5.19
E3	1	255	72	69	3	9	1.13
E4	1	255	72	71	1	10	3.29
E5	1	255	51	49	2	12	3.59
E6	1	255	55	52	3	11	4.8
E7	1	255	52	49	3	11	3.66
E8	1	255	52	49	3	17	6.38
E1	2	255	65	64	1	6	1.77
E2	2	255	67	67	0	14	5.7
E3	2	255	70	67	3	9	1.89
E5	2	255	51	49	2	14	5.31
E6	2	255	56	53	3	17	7.24
E7	2	255	52	50	2	13	4.19
E1	3	255	65	63	2	9	2.62
E3	3	255	68	66	2	13	4
E7	3	255	54	51	3	11	2.99
E1	1	256	67	64	3	15	4.2
E2	1	256	65	64	1	20	6.4
E3	1	256	73	68	5	11	3.02
E4	1	256	70	70	0	13	5
E5	1	256	55	50	5	9	1.58
E6	1	256	55	53	2	18	6.24
E7	1	256	56	52	4	18	3.89
E8	1	256	54	51	3	17	6.66
E1	2	256	68	64	4	13	4.56
E2	2	256	65	64	1	15	4.17
E3	2	256	73	68	5	19	3.55
E5	2	256	52	48	4	10	3.26
E6	2	256	53	49	4	17	7.35
E7	2	256	55	52	3	16	4.19
E1	3	256	61	61	0	10	3.85
E3	3	256	66	62	4	17	4.49
E7	3	256	51	49	2	17	4.78
E1	1	257	65	64	1	15	3.62
E2	1	257	68	68	0	16	7.19
E3	1	257	69	69	0	17	3.93
E4	1	257	70	69	1	19	7.41
E5	1	257	51	49	2	15	4.05
E6	1	257	59	56	3	12	4.92
E7	1	257	57	54	3	11	2.7
E8	1	257	51	49	2	20	6.97
E1	2	257	68	66	2	16	4.3
E2	2	257	69	68	1	16	6.25
E3	2	257	72	70	2	18	4.05
E5	2	257	51	49	2	18	3.13
E6	2	257	52	50	2	20	8.53
E7	2	257	54	51	3	18	4.5
E1	3	257	64	63	1	17	4.18
E3	3	257	70	69	1	17	4.25
E7	3	257	57	54	3	17	4.43
E1	1	258	65	62	3	6	2.92
E2	1	258	62	61	1	20	7.95
E3	1	258	71	67	4	17	3.81
E4	1	258	69	67	2	15	6.33
E5	1	258	52	51	1	11	3.02
E6	1	258	53	51	2	15	5.31
E7	1	258	54	52	2	17	4.08
E8	1	258	53	49	4	16	7.18
E1	2	258	61	60	1	13	4.14
E2	2	258	66	64	2	16	6.1
E3	2	258	72	65	7	15	2.47
E5	2	258	52	50	2	10	3.15
E6	2	258	51	48	3	19	6.61
E7	2	258	54	51	3	22	5.94
E1	3	258	68	65	3	7	2.28
E3	3	258	76	69	7	14	2.95
E7	3	258	56	54	2	18	6.09
E1	1	259	64	63	1	13	3.81
E2	1	259	68	67	1	20	8.59
E3	1	259	70	68	2	15	2.68
E4	1	259	65	65	0	11	5.99
E5	1	259	51	49	2	13	3.88
E6	1	259	54	51	3	16	4.92
E7	1	259	51	49	2	18	6.45
E8	1	259	51	49	2	18	6
E1	2	259	64	62	2	14	3.94
E2	2	259	68	68	0	21	6.92
E3	2	259	68	67	1	12	2.85
E5	2	259	51	49	2	10	3.34
E6	2	259	56	52	4	18	5.55
E7	2	259	54	51	3	20	5.39
E1	3	259	63	62	1	12	4.52
E3	3	259	69	67	2	16	4.1
E7	3	259	52	50	2	19	7
E1	1	261	64	64	0	8	3.37
E2	1	261	68	68	0	18	8.17
E3	1	261	71	69	2	16	3.22
E4	1	261	72	70	2	16	4.78
E5	1	261	51	49	2	15	4.76
E6	1	261	56	53	3	14	5.86
E7	1	261	51	49	2	20	7.64
E8	1	261	53	50	3	27	6.01
E1	2	261	67	65	2	15	3.77
E2	2	261	68	66	2	15	6.65
E3	2	261	70	68	2	14	3.26
E5	2	261	52	51	1	4	0.92
E6	2	261	52	50	2	10	4.74
E7	2	261	50	48	2	15	5.22
E1	3	261	64	65	-1	8	3.68
E3	3	261	75	71	4	12	1.66
E7	3	261	55	53	2	12	2.81
E1	1	262	66	63	3	12	2.87
E2	1	262	65	63	2	22	7.97
E3	1	262	72	69	3	16	4.35
E4	1	262	71	69	2	17	5.18
E5	1	262	58	50	8	5	1.45
E6	1	262	55	51	4	15	6.15
E7	1	262	55	52	3	14	5.06
E8	1	262	54	51	3	13	5.09
E1	2	262	66	64	2	11	3.17
E2	2	262	65	63	2	19	6.54
E3	2	262	70	68	2	17	3.65
E5	2	262	56	50	6	18	3.09
E6	2	262	54	50	4	19	8.63
E7	2	262	59	55	4	10	3.39
E1	3	262	67	65	2	14	2.92
E3	3	262	71	69	2	17	3.58
E7	3	262	55	54	1	17	4.46
E1	1	263	64	64	0	16	3.94
E2	1	263	68	67	1	22	9.59
E3	1	263	71	68	3	14	2.28
E4	1	263	69	69	0	19	10.2
E5	1	263	52	51	1	16	6.3
E6	1	263	54	52	2	24	8.69
E7	1	263	53	51	2	18	3.96
E8	1	263	52	50	2	10	2.88
E1	2	263	64	63	1	16	4.43
E2	2	263	69	69	0	20	7.8
E3	2	263	70	69	1	21	3.01
E5	2	263	51	51	0	8	1.62
E6	2	263	55	53	2	20	6.68
E7	2	263	53	51	2	21	5.4
E1	3	263	66	63	3	15	2.21
E3	3	263	75	70	5	10	1.32
E7	3	263	55	52	3	18	5.76
E1	1	265	67	66	1	7	2.66
E2	1	265	72	70	2	11	4.22
E3	1	265	75	70	5	10	1.87
E4	1	265	74	71	3	14	4.42
E5	1	265	51	51	0	7	2.85
E6	1	265	61	58	3	17	5.92
E7	1	265	54	51	3	11	4.61
E8	1	265	53	50	3	6	1.74
E1	2	265	69	66	3	2	0.24
E2	2	265	67	65	2	10	4.23
E3	2	265	75	71	4	8	1.48
E5	2	265	52	51	1	9	2.47
E6	2	265	57	55	2	12	4.69
E7	2	265	54	51	3	12	3.89
E1	3	265	67	64	3	11	2.73
E3	3	265	72	70	2	12	2.77
E7	3	265	52	48	4	12	3.62
E1	1	266	62	61	1	23	4.95
E2	1	266	62	62	0	15	5.58
E3	1	266	67	67	0	10	2.78
E4	1	266	66	67	-1	14	5.95
E5	1	266	53	50	3	11	2.98
E6	1	266	54	52	2	13	6.28
E7	1	266	54	52	2	18	4.73
E8	1	266	53	51	2	8	2.95
E1	2	266	62	62	0	18	3.5
E2	2	266	63	63	0	14	4.78
E3	2	266	72	71	1	16	3.31
E5	2	266	55	52	3	6	0.85
E6	2	266	51	49	2	18	7.52
E7	2	266	55	53	2	17	3.59
E1	3	266	67	62	5	12	2.24
E3	3	266	71	66	5	18	4.23
E7	3	266	55	52	3	19	6.77
E1	1	267	62	62	0	18	3.42
E2	1	267	65	65	0	18	7.07
E3	1	267	69	69	0	13	3.42
E4	1	267	68	68	0	17	5.17
E5	1	267	51	49	2	4	5.37
E6	1	267	56	54	2	19	5.78
E7	1	267	50	48	2	19	5.04
E8	1	267	51	49	2	13	4.79
E1	2	267	61	62	-1	13	3.78
E2	2	267	67	66	1	28	7.59
E3	2	267	65	66	-1	18	4.76
E5	2	267	51	49	2	12	3.17
E6	2	267	52	50	2	24	6.66
E7	2	267	52	50	2	16	5.07
E1	3	267	61	62	-1	17	3.68
E3	3	267	65	67	-2	20	5.36
E7	3	267	53	51	2	18	4.67
E1	1	268	64	62	2	7	1.6
E2	1	268	63	59	4	18	6.7
E3	1	268	71	65	6	17	3.8
E4	1	268	69	65	4	18	6.19
E5	1	268	56	50	6	12	3.02
E6	1	268	60	57	3	12	4.4
E7	1	268	53	51	2	17	7.4
E8	1	268	51	48	3	15	6.61
E1	2	268	64	62	2	10	2.7
E2	2	268	62	59	3	22	6.2
E3	2	268	70	64	6	18	4.54
E5	2	268	50	48	2	14	3.89
E6	2	268	53	50	3	13	5.87
