ENV	REP	GEN	FFT	MFT	ASI	EPP	GY
E1	1	1	66	62	4	12	1.91
E2	1	1	62	61	1	18	6.63
E3	1	1	69	66	3	13	3.63
E4	1	1	70	69	1	15	5.6
E5	1	1	63	50	13	7	0.97
E6	1	1	55	52	3	15	4.64
E7	1	1	54	51	3	13	4.5
E8	1	1	56	53	3	7	2.55
E1	2	1	65	63	2	12	3.6
E2	2	1	63	62	1	16	5.53
E3	2	1	70	67	3	13	3.38
E5	2	1	52	48	4	9	2.31
E6	2	1	53	50	3	14	6.05
E7	2	1	53	51	2	14	5.27
E1	3	1	68	62	6	9	1.61
E3	3	1	70	67	3	10	3.67
E7	3	1	56	52	4	14	5
E1	1	3	62	62	0	11	4.8
E2	1	3	70	68	2	19	7.42
E3	1	3	72	70	2	11	2.11
E4	1	3	68	67	1	15	8.21
E5	1	3	61	57	4	9	2.71
E6	1	3	54	52	2	13	5.67
E7	1	3	52	50	2	13	4.58
E8	1	3	51	49	2	12	5.45
E1	2	3	63	61	2	10	4.42
E2	2	3	67	65	2	20	7.41
E3	2	3	70	66	4	15	2.83
E5	2	3	51	47	4	11	3.64
E6	2	3	53	51	2	18	7.03
E7	2	3	51	49	2	10	3.9
E1	3	3	62	61	1	6	3.26
E3	3	3	69	67	2	16	4.41
E7	3	3	54	52	2	15	4.52
E1	1	4	61	62	-1	16	7.74
E2	1	4	65	67	-2	19	6.8
E3	1	4	67	65	2	11	3.87
E4	1	4	66	68	-2	19	9.18
E5	1	4	51	49	2	14	5.13
E6	1	4	53	51	2	16	6.63
E7	1	4	50	48	2	21	7.42
E8	1	4	49	47	2	19	6.95
E1	2	4	64	64	0	16	2.95
E2	2	4	68	68	0	20	8.05
E3	2	4	69	66	3	17	3.01
E5	2	4	51	46	5	5	1.52
E6	2	4	52	50	2	15	4.46
E7	2	4	52	49	3	18	3.61
E1	3	4	61	62	-1	14	3.97
E3	3	4	67	65	2	19	5.3
E7	3	4	52	49	3	19	5.89
E1	1	8	62	61	1	17	4.97
E2	1	8	69	69	0	17	4.35
E3	1	8	71	68	3	14	3.85
E4	1	8	66	65	1	20	10.58
E5	1	8	51	49	2	18	6.33
E6	1	8	52	50	2	19	7.74
E7	1	8	50	48	2	24	6.64
E8	1	8	49	47	2	17	5.79
E1	2	8	66	62	4	16	3.24
E2	2	8	66	67	-1	26	2.6
E3	2	8	70	67	3	14	3.68
E5	2	8	51	46	5	18	6.91
E6	2	8	52	50	2	23	9.85
E7	2	8	52	49	3	21	6.87
E1	3	8	66	62	4	16	3.82
E3	3	8	72	69	3	18	4.34
E7	3	8	51	49	2	19	5.87
E1	1	9	66	63	3	16	2.76
E2	1	9	64	61	3	17	4.23
E3	1	9	80	70	10	7	1.29
E4	1	9	68	67	1	14	5.39
E5	1	9	65	50	15	4	0.49
E6	1	9	57	55	2	14	4.73
E7	1	9	55	55	0	18	2.71
E8	1	9	54	51	3	12	3.32
E1	2	9	66	63	3	8	1.68
E2	2	9	66	63	3	14	2.99
E3	2	9	81	67	14	4	0.98
E5	2	9	55	52	3	4	0.43
E6	2	9	53	51	2	14	5.09
E7	2	9	59	55	4	10	1.26
E1	3	9	68	64	4	12	2.7
E3	3	9	74	65	9	19	2.81
E7	3	9	55	53	2	14	4.98
E1	1	10	65	64	1	8	1.6
E2	1	10	70	70	0	18	6.3
E3	1	10	69	68	1	14	3.6
E4	1	10	70	71	-1	14	6.76
E5	1	10	52	51	1	11	3.45
E6	1	10	54	51	3	16	7.21
E7	1	10	53	50	3	21	7.26
E8	1	10	53	50	3	15	5.51
E1	2	10	68	67	1	16	4.03
E2	2	10	68	68	0	20	6.23
E3	2	10	72	69	3	17	2.4
E5	2	10	56	56	0	8	2.42
E6	2	10	53	51	2	14	4.68
E7	2	10	53	51	2	15	4.94
E1	3	10	65	63	2	13	2.91
E3	3	10	72	70	2	18	3.2
E7	3	10	56	54	2	14	4.04
E1	1	11	66	64	2	17	4.31
E2	1	11	67	67	0	22	8.82
E3	1	11	72	70	2	21	3.89
E4	1	11	70	68	2	19	7.67
E5	1	11	51	47	4	14	4.7
E6	1	11	52	50	2	20	10.75
E7	1	11	50	48	2	21	7.95
E8	1	11	49	47	2	15	5.17
E1	2	11	67	66	1	14	3.33
E2	2	11	66	65	1	17	7.49
E3	2	11	69	68	1	23	4.93
E5	2	11	51	49	2	13	4.11
E6	2	11	54	52	2	24	7.8
E7	2	11	51	49	2	22	8.8
E1	3	11	66	65	1	15	5.07
E3	3	11	74	71	3	20	3.7
E7	3	11	50	48	2	17	6.04
E1	1	13	65	62	3	17	2.97
E2	1	13	64	63	1	19	8.51
E3	1	13	71	66	5	16	4.15
E4	1	13	71	68	3	23	6.67
E5	1	13	69	55	14	2	0.37
E6	1	13	57	55	2	10	5.43
E7	1	13	54	51	3	20	4.74
E8	1	13	53	50	3	22	7.05
E1	2	13	65	62	3	10	1.84
E2	2	13	65	64	1	16	5.87
E3	2	13	67	64	3	20	5.77
E5	2	13	55	48	7	8	1.52
E6	2	13	57	54	3	16	6.8
E7	2	13	53	51	2	17	5.52
E1	3	13	72	66	6	8	2.13
E3	3	13	69	66	3	17	3.26
E7	3	13	55	53	2	18	5.54
E1	1	15	67	64	3	15	3.3
E2	1	15	66	66	0	17	5.13
E3	1	15	75	71	4	8	1.84
E4	1	15	69	68	1	19	6.77
E5	1	15	51	49	2	16	4.63
E6	1	15	56	54	2	23	9.83
E7	1	15	52	49	3	17	5.83
E8	1	15	53	50	3	20	7.49
E1	2	15	67	66	1	15	5.02
E2	2	15	69	67	2	18	5.58
E3	2	15	73	70	3	11	1.86
E5	2	15	51	51	0	18	6.05
E6	2	15	57	55	2	22	8.29
E7	2	15	53	51	2	19	5.66
E1	3	15	67	65	2	14	4.11
E3	3	15	71	68	3	16	3.45
E7	3	15	52	50	2	18	5.45
E1	1	16	67	63	4	9	2.28
E2	1	16	65	64	1	19	7.03
E3	1	16	71	68	3	18	3.8
E4	1	16	70	70	0	19	8.44
E5	1	16	64	60	4	13	2.49
E6	1	16	57	53	4	16	7.78
E7	1	16	55	53	2	19	6.25
E8	1	16	53	51	2	20	9.3
E1	2	16	64	64	0	13	5.9
E2	2	16	64	63	1	17	7.66
E3	2	16	71	69	2	16	5.5
E5	2	16	65	55	10	21	3.47
E6	2	16	53	50	3	18	7.73
E7	2	16	54	53	1	16	4.67
E1	3	16	65	64	1	15	5
E3	3	16	75	70	5	16	3.71
E7	3	16	59	55	4	21	5.32
E1	1	17	67	66	1	4	1.65
E2	1	17	63	63	0	17	5.96
E3	1	17	72	69	3	12	3.64
E4	1	17	71	69	2	17	6.06
E5	1	17	52	50	2	12	3.83
E6	1	17	54	52	2	14	5.54
E7	1	17	53	50	3	20	6.59
E8	1	17	54	51	3	15	5.33
E1	2	17	69	67	2	8	2.51
E2	2	17	63	62	1	18	5.84
E3	2	17	75	71	4	20	4.43
E5	2	17	64	55	9	11	1.77
E6	2	17	50	48	2	18	7.86
E7	2	17	55	53	2	19	5.1
E1	3	17	67	66	1	13	3.8
E3	3	17	70	70	0	17	4.45
E7	3	17	52	52	0	21	7.14
E1	1	18	62	64	-2	10	3.39
E2	1	18	63	63	0	15	5.74
E3	1	18	69	68	1	17	3.89
E4	1	18	70	70	0	13	4.35
E5	1	18	52	50	2	12	3.68
E6	1	18	56	53	3	16	6.06
E7	1	18	53	49	4	22	6.35
E8	1	18	54	51	3	14	5.45
E1	2	18	63	63	0	11	3.72
E2	2	18	62	63	-1	15	5.18
E3	2	18	71	69	2	13	3.14
E5	2	18	55	51	4	6	1.24
E6	2	18	54	51	3	17	6.48
E7	2	18	54	51	3	19	5.02
E1	3	18	63	63	0	9	3.59
E3	3	18	72	68	4	22	3
E7	3	18	54	52	2	21	5.7
E1	1	19	65	64	1	12	3.86
E2	1	19	63	61	2	17	7.54
E3	1	19	71	68	3	15	2.96
E4	1	19	69	68	1	14	6.83
E5	1	19	51	50	1	12	3.86
E6	1	19	57	54	3	14	5.97
E7	1	19	52	50	2	23	5.96
E8	1	19	54	51	3	15	4.9
E1	2	19	65	63	2	14	4.83
E2	2	19	65	64	1	20	5.94
E3	2	19	69	68	1	11	3.23
E5	2	19	65	55	10	7	1.53
E6	2	19	53	50	3	16	5.67
E7	2	19	53	52	1	21	5.17
E1	3	19	64	64	0	14	4.69
E3	3	19	75	71	4	19	4.01
E7	3	19	57	54	3	18	5.32
E1	1	20	67	65	2	13	3.12
E2	1	20	65	65	0	15	4.75
E3	1	20	72	67	5	15	3.45
E4	1	20	70	68	2	23	8.79
E5	1	20	65	56	9	16	1.84
E6	1	20	59	55	4	12	4.22
E7	1	20	58	53	5	16	4.57
E8	1	20	53	51	2	19	7.99
E1	2	20	65	64	1	6	1.09
E2	2	20	64	62	2	19	6.63
E3	2	20	71	68	3	15	4.63
E5	2	20	52	50	2	16	5.69
E6	2	20	52	50	2	20	10.53
E7	2	20	53	50	3	23	6.96
E1	3	20	66	64	2	14	4.31
E3	3	20	74	68	6	16	3.29
E7	3	20	58	55	3	18	5.04
E1	1	21	62	63	-1	14	4.47
E2	1	21	64	63	1	19	7.02
E3	1	21	70	68	2	20	4.5
E4	1	21	69	69	0	18	7.5
E5	1	21	66	56	10	12	2.96
E6	1	21	55	53	2	15	7.3
E7	1	21	54	53	1	16	4.71
E8	1	21	52	49	3	20	8.04
E1	2	21	62	62	0	14	4.28
E2	2	21	61	62	-1	20	8.12
E3	2	21	70	69	1	17	3
E5	2	21	51	50	1	16	3.52
E6	2	21	55	54	1	16	6.41
E7	2	21	52	51	1	17	5.09
E1	3	21	64	64	0	18	5.41
E3	3	21	72	69	3	18	3.26
E7	3	21	54	52	2	19	5.01
E1	1	22	66	66	0	5	0.89
E2	1	22	66	65	1	10	2.7
E3	1	22	84	72	12	4	0.38
E4	1	22	70	71	-1	13	4.81
E5	1	22	65	55	10	6	0.66
E6	1	22	57	54	3	11	3.72
E7	1	22	61	55	6	13	1.26
E8	1	22	56	53	3	12	3.28
E1	2	22	68	66	2	6	1.47
E2	2	22	64	64	0	12	3
E3	2	22	77	71	6	11	1.56
E5	2	22	66	55	11	8	0.43
E6	2	22	59	55	4	9	2.02
E7	2	22	58	53	5	11	1.63
E1	3	22	67	66	1	4	0.86
E3	3	22	81	74	7	8	0.96
E7	3	22	57	54	3	18	3.49
E1	1	23	71	67	4	7	1.76
E2	1	23	70	68	2	12	3.44
E3	1	23	73	69	4	12	2.5
E4	1	23	67	68	-1	10	5.69
E5	1	23	51	49	2	8	2.78
E6	1	23	54	51	3	24	8.4
E7	1	23	49	47	2	15	4.84
E8	1	23	52	50	2	8	2.06
E1	2	23	61	63	-2	9	3.32
E2	2	23	69	68	1	20	7.87
E3	2	23	69	69	0	17	5.29
E5	2	23	51	51	0	6	1.89
E6	2	23	52	50	2	25	10.52
E7	2	23	51	49	2	10	3.22
E1	3	23	63	64	-1	12	3.68
E3	3	23	68	68	0	14	5.06
E7	3	23	50	47	3	18	5.67
E1	1	29	63	62	1	14	3.7
E2	1	29	64	63	1	18	6.68
E3	1	29	71	69	2	19	5.57
E4	1	29	69	69	0	16	6.65
E5	1	29	55	51	4	6	1.7
E6	1	29	54	50	4	19	7.74
E7	1	29	54	52	2	23	5.72
E8	1	29	52	49	3	17	6.67
E1	2	29	68	63	5	15	5.59
E2	2	29	65	64	1	19	6.3
E3	2	29	71	68	3	10	2.55
E5	2	29	52	48	4	6	1.37
E6	2	29	52	50	2	15	7.36
E7	2	29	55	52	3	19	5.03
E1	3	29	67	63	4	15	2.77
E3	3	29	71	68	3	13	4.17
E7	3	29	55	52	3	17	5.94
E1	1	30	63	63	0	13	3.28
E2	1	30	62	61	1	17	7.79
E3	1	30	71	68	3	17	3.66
E4	1	30	72	70	2	25	7.55
E5	1	30	55	51	4	5	0.6
E6	1	30	53	50	3	13	5.73
E7	1	30	54	52	2	17	4.53
E8	1	30	52	49	3	14	5.4
E1	2	30	62	62	0	13	3.18
E2	2	30	62	61	1	20	6.43
E3	2	30	69	67	2	16	2.82
E5	2	30	51	50	1	5	1.81
E6	2	30	51	50	1	15	6.17
E7	2	30	54	51	3	20	4.85
E1	3	30	62	62	0	11	1.68
E3	3	30	69	68	1	17	4.31
E7	3	30	53	51	2	15	5.43
E1	1	35	63	64	-1	14	3.66
E2	1	35	64	63	1	17	5.54
E3	1	35	70	66	4	15	3.48
E4	1	35	66	65	1	19	7.51
E5	1	35	63	56	7	4	0.84
E6	1	35	60	58	2	18	7.5
E7	1	35	52	50	2	18	6.66
E8	1	35	53	50	3	15	6.2
E1	2	35	64	64	0	10	3.38
E2	2	35	61	61	0	21	7.1
E3	2	35	74	70	4	15	2.67
E5	2	35	52	50	2	3	4.16
E6	2	35	52	50	2	20	9.05
E7	2	35	55	52	3	21	3.81
E1	3	35	64	64	0	10	2.85
E3	3	35	72	67	5	13	2.05
E7	3	35	54	51	3	20	5.67
E1	1	37	61	63	-2	6	2.21
E2	1	37	59	61	-2	21	7.9
E3	1	37	73	67	6	13	2.54
E4	1	37	68	67	1	15	5.69
E5	1	37	50	48	2	15	2.73
E6	1	37	51	50	1	13	5.62
E7	1	37	53	48	5	16	3.32
E8	1	37	53	50	3	15	4.17
E1	2	37	62	62	0	12	4.16
E2	2	37	60	61	-1	14	5.12
E3	2	37	73	68	5	9	1.65
E5	2	37	52	48	4	12	2.79
E6	2	37	50	48	2	20	6.79
E7	2	37	53	49	4	16	4.19
E1	3	37	61	61	0	12	4.01
E3	3	37	67	65	2	10	2.74
E7	3	37	60	56	4	12	1.9
E1	1	40	61	63	-2	11	3.69
E2	1	40	63	65	-2	13	5.48
E3	1	40	70	68	2	16	3.06
E4	1	40	68	67	1	20	4.85
E5	1	40	51	47	4	7	1.45
E6	1	40	56	54	2	14	5.19
E7	1	40	48	46	2	18	5.67
E8	1	40	46	44	2	18	7.35
E1	2	40	61	62	-1	12	3.4
E2	2	40	62	63	-1	21	7.84
E3	2	40	67	65	2	11	2.35
E5	2	40	51	47	4	10	1.96
E6	2	40	49	49	0	20	6.77
E7	2	40	49	47	2	13	3.48
E1	3	40	60	61	-1	2	1.01
E3	3	40	67	67	0	18	5.05
E7	3	40	49	47	2	15	4.51
E1	1	41	63	62	1	13	3.4
E2	1	41	61	61	0	22	8.85
E3	1	41	77	69	8	9	0.54
E4	1	41	68	67	1	22	8.35
E5	1	41	50	50	0	6	1.58
E6	1	41	53	51	2	9	4.78
E7	1	41	52	50	2	19	5.37
E8	1	41	53	50	3	13	3.33
E1	2	41	61	61	0	18	3.69
E2	2	41	61	62	-1	21	7.21
E3	2	41	69	68	1	14	3.58
E5	2	41	55	50	5	4	0.66
E6	2	41	51	49	2	16	7.53
E7	2	41	53	51	2	23	7.04
E1	3	41	60	60	0	18	5.84
E3	3	41	70	68	2	21	4.91
E7	3	41	52	50	2	25	7.28
E1	1	42	63	64	-1	17	7.32
E2	1	42	68	68	0	18	7.6
E3	1	42	67	67	0	14	4.24
E4	1	42	69	69	0	15	7.24
E5	1	42	52	51	1	4	1.81
E6	1	42	56	54	2	13	6.74
E7	1	42	53	51	2	15	4.12
E8	1	42	51	49	2	18	6.79
E1	2	42	64	64	0	15	6.1
E2	2	42	69	69	0	20	7.72
E3	2	42	72	69	3	18	4.14
E5	2	42	51	49	2	19	7.67
E6	2	42	53	50	3	14	7.03
E7	2	42	53	51	2	15	4.52
E1	3	42	63	63	0	19	6.65
E3	3	42	69	69	0	12	4.91
E7	3	42	51	49	2	16	6.09
E1	1	43	62	61	1	11	3.22
E2	1	43	65	63	2	22	7.89
E3	1	43	74	69	5	10	2.31
E4	1	43	69	68	1	12	5.24
E5	1	43	55	50	5	9	2.99
E6	1	43	54	51	3	13	5.02
E7	1	43	53	52	1	18	6.19
E8	1	43	56	53	3	16	5.58
E1	2	43	63	63	0	7	2.77
E2	2	43	62	62	0	16	7.58
E3	2	43	73	67	6	16	4.01
E5	2	43	51	50	1	13	5.35
E6	2	43	53	50	3	12	4.46
E7	2	43	55	53	2	18	4.53
E1	3	43	65	62	3	10	1.56
E3	3	43	70	68	2	13	3.8
E7	3	43	55	54	1	11	4.22
E1	1	44	63	62	1	20	6.98
E2	1	44	69	68	1	25	8.58
E3	1	44	70	69	1	14	5.22
E4	1	44	69	68	1	18	8.75
E5	1	44	52	51	1	8	2.83
E6	1	44	57	55	2	17	8.6
E7	1	44	53	50	3	20	6.8
E8	1	44	51	49	2	17	5.86
E1	2	44	65	64	1	20	5.86
E2	2	44	68	68	0	27	8.77
E3	2	44	73	69	4	15	2.86
E5	2	44	56	51	5	2	0.7
E6	2	44	53	51	2	17	8.28
E7	2	44	53	51	2	20	5.12
E1	3	44	65	64	1	21	7.24
E3	3	44	72	69	3	19	4.99
E7	3	44	56	54	2	20	5.52
E1	1	45	69	66	3	11	2.48
E2	1	45	64	63	1	15	6.06
E3	1	45	75	70	5	17	3.03
E4	1	45	71	69	2	24	10.15
E5	1	45	69	58	11	10	2.35
E6	1	45	60	57	3	14	6.35
E7	1	45	58	53	5	19	4.27
E8	1	45	53	49	4	19	8.32
E1	2	45	67	66	1	14	3.85
E2	2	45	64	61	3	17	4.35
E3	2	45	77	72	5	17	4.21
E5	2	45	65	55	10	10	2.12
E6	2	45	54	50	4	16	7.88
E7	2	45	58	54	4	15	3.82
E1	3	45	67	65	2	12	3.25
E3	3	45	76	71	5	21	4.06
E7	3	45	56	52	4	19	6.22
E1	1	48	65	65	0	13	4.95
E2	1	48	70	69	1	16	7.35
E3	1	48	67	67	0	17	4.93
E4	1	48	71	72	-1	15	7.4
E5	1	48	52	51	1	10	2.77
E6	1	48	53	51	2	18	8.11
E7	1	48	53	51	2	19	6.53
E8	1	48	53	51	2	10	3.68
E1	2	48	69	67	2	12	2.85
E2	2	48	68	67	1	19	7.35
E3	2	48	66	66	0	20	5.14
E5	2	48	51	49	2	21	6.17
E6	2	48	53	51	2	18	8.76
E7	2	48	54	52	2	19	7.24
E1	3	48	66	65	1	14	3.71
E3	3	48	71	69	2	17	4.15
E7	3	48	53	51	2	20	7.28
E1	1	50	65	63	2	9	1.73
E2	1	50	65	63	2	18	6.7
E3	1	50	70	69	1	15	4.33
E4	1	50	68	68	0	17	7.49
E5	1	50	67	55	12	4	0.67
E6	1	50	53	50	3	12	7.51
E7	1	50	53	51	2	15	4.99
E8	1	50	57	54	3	8	2.94
E1	2	50	64	63	1	13	3.31
E2	2	50	61	61	0	14	7.61
E3	2	50	71	69	2	16	4.61
E5	2	50	65	50	15	6	0.78
E6	2	50	55	51	4	14	6.29
E7	2	50	55	53	2	17	4.82
E1	3	50	61	60	1	11	2.41
E3	3	50	72	64	8	17	2.34
E7	3	50	55	52	3	12	3.87
E1	1	53	66	67	-1	14	2.72
E2	1	53	69	70	-1	27	7.51
E3	1	53	71	69	2	20	1.88
E4	1	53	73	73	0	18	4.31
E5	1	53	51	51	0	15	4.89
E6	1	53	62	60	2	18	7.64
E7	1	53	52	49	3	15	4.15
E8	1	53	53	51	2	19	5.33
E1	2	53	66	65	1	20	4.11
E2	2	53	67	67	0	26	7.31
E3	2	53	73	71	2	18	3.18
E5	2	53	52	51	1	18	4.71
E6	2	53	54	52	2	25	9.78
E7	2	53	54	51	3	15	4.42
E1	3	53	67	66	1	14	1.96
E3	3	53	75	72	3	10	0.73
E7	3	53	53	51	2	21	7.33
E1	1	56	68	63	5	10	1.87
E2	1	56	62	61	1	18	5.87
E3	1	56	80	69	11	6	0.63
E4	1	56	68	68	0	13	5.07
E5	1	56	62	56	6	10	2.23
E6	1	56	53	51	2	18	6.61
E7	1	56	53	52	1	16	4.48
E8	1	56	54	51	3	10	3.11
E1	2	56	62	61	1	11	2.44
E2	2	56	64	63	1	15	4.87
E3	2	56	70	66	4	7	1.66
E5	2	56	55	50	5	16	3.89
E6	2	56	53	50	3	16	3.47
E7	2	56	55	52	3	19	5.65
E1	3	56	62	61	1	17	5.33
E3	3	56	70	66	4	13	2.85
E7	3	56	55	53	2	15	4.14
E1	1	57	61	62	-1	18	5.15
E2	1	57	69	69	0	17	5.99
E3	1	57	69	67	2	17	3.93
E4	1	57	65	66	-1	19	7.54
E5	1	57	52	51	1	9	2.61
E6	1	57	57	55	2	12	4.98
E7	1	57	53	51	2	24	7.05
E8	1	57	51	49	2	11	4.29
E1	2	57	62	62	0	18	5.51
E2	2	57	71	70	1	21	6.73
E3	2	57	69	68	1	15	3.39
E5	2	57	56	49	7	13	2.84
E6	2	57	52	50	2	19	6.81
E7	2	57	52	50	2	20	5.37
E1	3	57	63	63	0	18	5.64
E3	3	57	69	67	2	17	3.56
E7	3	57	53	51	2	13	3.78
E1	1	58	66	66	0	13	3.56
E2	1	58	65	63	2	15	6.21
E3	1	58	73	71	2	20	3.5
E4	1	58	71	69	2	18	7.74
E5	1	58	63	51	12	12	2.01
E6	1	58	59	57	2	14	7.64
E7	1	58	55	52	3	19	7.4
E8	1	58	55	52	3	15	7.47
E1	2	58	65	64	1	12	3.47
E2	2	58	65	62	3	22	6.8
E3	2	58	72	69	3	16	3.78
E5	2	58	65	52	13	13	2.08
E6	2	58	58	55	3	12	6.46
E7	2	58	56	54	2	23	8.59
E1	3	58	69	66	3	8	2.95
E3	3	58	73	69	4	17	3.19
E7	3	58	57	53	4	18	4.33
E1	1	59	65	63	2	15	4.73
E2	1	59	63	62	1	21	7.87
E3	1	59	70	65	5	17	3.85
E4	1	59	68	68	0	10	5.61
E5	1	59	50	50	0	5	1.46
E6	1	59	52	50	2	18	8.41
E7	1	59	55	53	2	23	6.55
E8	1	59	54	52	2	14	5.66
E1	2	59	64	62	2	15	3.99
E2	2	59	62	62	0	17	5.59
E3	2	59	72	69	3	17	4.28
E5	2	59	65	52	13	1	0.3
E6	2	59	52	49	3	17	7.97
E7	2	59	54	51	3	18	5.06
E1	3	59	68	63	5	12	1.29
E3	3	59	67	66	1	20	5.57
E7	3	59	55	53	2	22	5.14
E1	1	60	64	63	1	11	2.98
E2	1	60	62	62	0	16	4.98
E3	1	60	70	67	3	16	3.37
E4	1	60	68	67	1	12	4.78
E5	1	60	55	50	5	8	1.01
E6	1	60	55	52	3	17	4.86
E7	1	60	53	50	3	23	6.49
E8	1	60	53	50	3	18	6.01
E1	2	60	63	63	0	11	5.03
E2	2	60	61	61	0	19	6.81
E3	2	60	68	67	1	14	3.96
E5	2	60	56	51	5	11	0.59
E6	2	60	54	52	2	9	3.76
E7	2	60	52	51	1	22	5.84
E1	3	60	64	63	1	14	4.3
E3	3	60	72	69	3	20	3.62
E7	3	60	53	50	3	23	5.36
E1	1	61	67	64	3	10	1.82
E2	1	61	66	66	0	18	4.33
E3	1	61	73	70	3	9	1.64
E4	1	61	72	70	2	14	3.89
E5	1	61	57	56	1	12	3.45
E6	1	61	55	53	2	12	4.67
E7	1	61	53	51	2	14	3.47
E8	1	61	52	50	2	21	7.79
E1	2	61	66	66	0	8	2.4
E2	2	61	66	67	-1	8	1.96
E3	2	61	77	71	6	7	1.01
E5	2	61	53	51	2	12	3.77
E6	2	61	55	53	2	16	6.18
E7	2	61	54	52	2	10	1.75
E1	3	61	64	66	-2	7	2.5
E3	3	61	71	70	1	12	2.11
E7	3	61	53	51	2	13	2.55
E1	1	62	60	60	0	20	6.35
E2	1	62	62	61	1	23	9.13
E3	1	62	68	65	3	21	4.95
E4	1	62	67	65	2	18	6.41
E5	1	62	52	47	5	5	1.35
E6	1	62	60	57	3	15	6.51
E7	1	62	54	51	3	18	5.98
E8	1	62	52	49	3	13	5.75
E1	2	62	60	60	0	13	4.79
E2	2	62	61	60	1	16	7
E3	2	62	67	66	1	16	4.47
E5	2	62	51	50	1	6	1.26
E6	2	62	51	48	3	15	6.9
E7	2	62	54	52	2	20	6.78
E1	3	62	63	61	2	16	4.08
E3	3	62	68	64	4	19	4.24
E7	3	62	55	52	3	10	3.27
E1	1	63	61	61	0	17	6.54
E2	1	63	64	64	0	17	8.44
E3	1	63	63	62	1	20	5.62
E4	1	63	65	65	0	20	10.83
E5	1	63	51	49	2	12	2.46
E6	1	63	52	50	2	19	5.01
E7	1	63	52	49	3	21	5.16
E8	1	63	49	47	2	15	3.93
E1	2	63	63	62	1	14	3.97
E2	2	63	65	64	1	22	10.09
E3	2	63	65	62	3	18	3.97
E5	2	63	51	46	5	16	3.81
E6	2	63	53	50	3	18	7.2
E7	2	63	52	50	2	16	5.24
E1	3	63	59	59	0	22	6.28
E3	3	63	67	64	3	18	4.42
E7	3	63	52	50	2	23	6.58
E1	1	64	63	61	2	15	4.56
E2	1	64	61	61	0	18	7.22
E3	1	64	71	68	3	18	3.83
E4	1	64	67	67	0	12	4.64
E5	1	64	65	50	15	6	1.2
E6	1	64	53	50	3	16	6.87
E7	1	64	54	52	2	21	5.09
E8	1	64	54	51	3	12	4.76
E1	2	64	65	62	3	16	3.21
E2	2	64	65	64	1	16	5.09
E3	2	64	73	66	7	17	3.32
E5	2	64	62	50	12	4	0.9
E6	2	64	51	49	2	19	8.94
E7	2	64	53	51	2	19	6.29
E1	3	64	65	64	1	15	4.43
E3	3	64	72	67	5	15	4.04
E7	3	64	59	55	4	13	4.2
E1	1	65	67	64	3	15	2.1
E2	1	65	65	66	-1	20	6.97
E3	1	65	72	70	2	9	1.12
E4	1	65	66	67	-1	17	6.41
E5	1	65	52	51	1	7	1.79
E6	1	65	55	52	3	15	5.04
E7	1	65	51	49	2	13	4.6
E8	1	65	51	48	3	9	3.15
E1	2	65	63	64	-1	11	3.14
E2	2	65	66	66	0	11	4.51
E3	2	65	71	69	2	15	2.47
E5	2	65	56	49	7	11	2.4
E6	2	65	53	50	3	17	3.63
E7	2	65	52	50	2	13	4.33
E1	3	65	63	63	0	9	2.52
E3	3	65	70	65	5	11	1.16
E7	3	65	52	50	2	16	4.38
E1	1	66	68	65	3	9	2.14
E2	1	66	62	62	0	18	6.72
E3	1	66	73	67	6	20	4.28
E4	1	66	68	66	2	15	7.27
E5	1	66	65	55	10	7	1.79
E6	1	66	61	59	2	16	6.98
E7	1	66	54	50	4	14	5.82
E8	1	66	53	49	4	10	4.72
E1	2	66	64	63	1	13	2.96
E2	2	66	62	62	0	19	6.55
E3	2	66	72	68	4	11	2.5
E5	2	66	63	50	13	9	1.15
E6	2	66	55	54	1	14	7.31
E7	2	66	52	49	3	14	6.99
E1	3	66	66	64	2	11	2.72
E3	3	66	74	71	3	14	2.71
E7	3	66	54	52	2	22	5.94
E1	1	68	60	62	-2	10	3.57
E2	1	68	62	63	-1	13	5.43
E3	1	68	68	66	2	15	4.16
E4	1	68	65	66	-1	16	6.22
E5	1	68	63	55	8	10	2.64
E6	1	68	59	57	2	14	5.83
E7	1	68	53	52	1	18	5.6
E8	1	68	52	49	3	13	3.97
E1	2	68	64	65	-1	9	3.09
E2	2	68	59	61	-2	18	5.9
E3	2	68	71	69	2	17	3.75
E5	2	68	50	50	0	12	3.92
E6	2	68	53	50	3	13	5.43
E7	2	68	53	50	3	20	7.18
E1	3	68	60	62	-2	15	5.14
E3	3	68	71	70	1	20	4.52
E7	3	68	61	58	3	15	3.81
E1	1	69	62	64	-2	7	2.69
E2	1	69	65	66	-1	22	6.26
E3	1	69	69	69	0	16	3.52
E4	1	69	69	69	0	15	4.75
E5	1	69	51	49	2	11	3.2
E6	1	69	52	50	2	22	7.3
E7	1	69	49	47	2	24	6.77
E8	1	69	49	47	2	23	12.4
